simulation_id,max_drawdown_pct,max_drawdown_usdt,max_losing_streak,final_equity_usdt,final_net_pnl_usdt
1262,16.80725639,394.31,9,7239.12,6239.12
1263,10.75530136,403.6,8,7239.12,6239.12
1264,22.4548855,475.04,10,7239.12,6239.12
1265,17.15318321,459.86,9,7239.12,6239.12
1266,44.72207384,745.11,8,7239.12,6239.12
1267,14.31329163,617.96,9,7239.12,6239.12
1268,11.1105553,370.98,18,7239.12,6239.12
1269,15.73814357,522.04,7,7239.12,6239.12
1270,36.48417184,468.61,9,7239.12,6239.12
1271,20.02059492,326.63,13,7239.12,6239.12
1272,27.726,321.98,11,7239.12,6239.12
1273,12.77684945,535.3,10,7239.12,6239.12
1274,11.11586647,471.76,10,7239.12,6239.12
1275,10.07380937,588.07,11,7239.12,6239.12
1276,12.99985313,275.36,8,7239.12,6239.12
1277,24.73996852,418.15,7,7239.12,6239.12
1278,12.85510827,496.14,11,7239.12,6239.12
1279,11.95136267,360.67,8,7239.12,6239.12
1280,18.72420947,410.65,10,7239.12,6239.12
1281,18.46021295,370.67,10,7239.12,6239.12
1282,30.953,457.65,13,7239.12,6239.12
1283,13.75561325,431.95,10,7239.12,6239.12
1284,26.631,472.09,11,7239.12,6239.12
1285,12.3295878,373.16,9,7239.12,6239.12
1286,13.76549102,405.1,8,7239.12,6239.12
1287,12.49824647,400.92,8,7239.12,6239.12
1288,13.85940127,302.62,10,7239.12,6239.12
1289,17.25936255,314.4,9,7239.12,6239.12
1290,23.664,518.67,11,7239.12,6239.12
1291,16.09632241,389.37,8,7239.12,6239.12
1292,12.17151893,461.09,13,7239.12,6239.12
1293,15.983,348.01,11,7239.12,6239.12
1294,11.25356237,543.03,13,7239.12,6239.12
1295,23.40858211,309.3,10,7239.12,6239.12
1296,42.94607688,569.13,7,7239.12,6239.12
1297,32.35029164,555.58,8,7239.12,6239.12
1298,12.64024483,332.99,8,7239.12,6239.12
1299,16.01435584,445.44,14,7239.12,6239.12
1300,24.13527427,413.5,10,7239.12,6239.12
1301,33.2991864,425.68,9,7239.12,6239.12
1302,10.48202983,564.35,10,7239.12,6239.12
1303,31.67529148,508.04,15,7239.12,6239.12
1304,26.10700689,486.63,11,7239.12,6239.12
1305,21.34343126,462.69,10,7239.12,6239.12
1306,11.47242045,491.77,8,7239.12,6239.12
1307,12.15015349,695.2,19,7239.12,6239.12
1308,32.16385378,321.69,9,7239.12,6239.12
1309,11.18234955,357.37,8,7239.12,6239.12
1310,15.16453699,365.81,9,7239.12,6239.12
1311,18.41812423,371.17,8,7239.12,6239.12
1312,11.88854722,361.2,9,7239.12,6239.12
1313,27.12237393,384.18,7,7239.12,6239.12
1314,9.980126294,475.61,12,7239.12,6239.12
1315,14.98200473,303.88,8,7239.12,6239.12
1316,28.39154475,401.3,13,7239.12,6239.12
1317,11.46166186,354.39,9,7239.12,6239.12
1318,31.27232698,452.93,10,7239.12,6239.12
1319,9.275193965,295.6,9,7239.12,6239.12
1320,36.51704163,644.88,17,7239.12,6239.12
1321,17.56444434,297.15,14,7239.12,6239.12
1322,10.23894746,397.05,9,7239.12,6239.12
1323,13.62479297,422.84,8,7239.12,6239.12
1324,17.28857176,428.62,9,7239.12,6239.12
1325,18.49605747,451.08,11,7239.12,6239.12
1326,35.90243178,431.48,10,7239.12,6239.12
1327,65.489,654.89,11,7239.12,6239.12
1328,16.40511812,365.66,12,7239.12,6239.12
1329,22.41977385,298.6,9,7239.12,6239.12
1330,21.407,564.45,13,7239.12,6239.12
1331,16.83509961,437.15,6,7239.12,6239.12
1332,16.82803301,353.1,10,7239.12,6239.12
1333,20.70555131,425.13,9,7239.12,6239.12
1334,17.80644889,524.9,7,7239.12,6239.12
1335,16.10678475,443.03,11,7239.12,6239.12
1336,21.70067962,369.82,11,7239.12,6239.12
1337,17.44529658,350.08,8,7239.12,6239.12
1338,34.056,340.56,8,7239.12,6239.12
1339,27.19184998,392.78,13,7239.12,6239.12
1340,21.07544203,414.3,11,7239.12,6239.12
1341,21.72478275,407.44,10,7239.12,6239.12
1342,16.11869391,392.61,11,7239.12,6239.12
1343,69.09,690.9,13,7239.12,6239.12
1344,19.87212065,391.94,9,7239.12,6239.12
1345,11.13691388,277.5,8,7239.12,6239.12
1346,55.53,555.3,7,7239.12,6239.12
1347,13.32376618,487.43,13,7239.12,6239.12
1348,23.36725382,463.28,11,7239.12,6239.12
1349,18.80919643,497.95,12,7239.12,6239.12
1350,23.70844564,430.41,12,7239.12,6239.12
1351,28.45185319,614.13,14,7239.12,6239.12
1352,21.57769094,583.78,11,7239.12,6239.12
1353,17.92115764,398.73,10,7239.12,6239.12
1354,11.18900798,404.26,6,7239.12,6239.12
1355,19.04734417,286.39,6,7239.12,6239.12
1356,13.38445173,280.22,10,7239.12,6239.12
1357,17.48894001,501.42,8,7239.12,6239.12
1358,8.886481727,411.84,10,7239.12,6239.12
1359,13.92675704,371.98,10,7239.12,6239.12
1360,16.41699337,301.92,10,7239.12,6239.12
1361,17.99400635,482.29,12,7239.12,6239.12
1362,9.941866854,533.75,10,7239.12,6239.12
1363,36.55075369,397.42,13,7239.12,6239.12
1364,21.76381504,326.22,9,7239.12,6239.12
1365,13.02186978,498.25,8,7239.12,6239.12
1366,16.09628009,368.3,8,7239.12,6239.12
1367,34.42363909,522.84,11,7239.12,6239.12
1368,21.94745533,548.46,8,7239.12,6239.12
1369,12.20327128,390.8,10,7239.12,6239.12
1370,12.94921924,426.52,9,7239.12,6239.12
1371,16.03929679,599.34,9,7239.12,6239.12
1372,20.01652027,370.76,12,7239.12,6239.12
1373,9.559069146,415.89,8,7239.12,6239.12
1374,8.045595961,409.3,7,7239.12,6239.12
1375,16.42153265,326.56,9,7239.12,6239.12
1376,19.41831139,414.59,12,7239.12,6239.12
1377,10.06148991,339.24,8,7239.12,6239.12
1378,20.34370452,549.14,7,7239.12,6239.12
1379,34.44234226,438.73,8,7239.12,6239.12
1380,20.7206621,374.3,7,7239.12,6239.12
1381,14.89161751,361.29,10,7239.12,6239.12
1382,17.112,514.06,9,7239.12,6239.12
1383,22.77126893,491.85,8,7239.12,6239.12
1384,10.21925643,434.61,13,7239.12,6239.12
1385,9.871964909,310.89,10,7239.12,6239.12
1386,27.96265611,364.51,15,7239.12,6239.12
1387,22.02466667,590.38,12,7239.12,6239.12
1388,19.32101688,356,12,7239.12,6239.12
1389,18.53114225,296.4,8,7239.12,6239.12
1390,15.45066458,407.76,10,7239.12,6239.12
1391,25.82913886,419.96,10,7239.12,6239.12
1392,26.52560108,548.94,10,7239.12,6239.12
1393,25.58899132,491.97,12,7239.12,6239.12
1394,27.42899084,439.9,14,7239.12,6239.12
1395,13.31929165,607.79,11,7239.12,6239.12
1396,13.14823572,443.87,8,7239.12,6239.12
1397,28.21585629,412.91,10,7239.12,6239.12
1398,14.93342848,791.07,10,7239.12,6239.12
1399,17.88214547,345.4,9,7239.12,6239.12
1400,15.12304579,288.46,9,7239.12,6239.12
1401,22.46,338.49,9,7239.12,6239.12
1402,18.30261087,538.45,11,7239.12,6239.12
1403,20.15926236,507.18,9,7239.12,6239.12
1404,22.25042983,331.3,11,7239.12,6239.12
1405,43.7212164,483.22,9,7239.12,6239.12
1406,16.36567218,386.02,12,7239.12,6239.12
1407,10.61650889,309.37,8,7239.12,6239.12
1408,11.82247396,650.8,12,7239.12,6239.12
1409,16.67757655,277.85,9,7239.12,6239.12
1410,18.7681657,808.87,9,7239.12,6239.12
1411,10.37114963,405.3,16,7239.12,6239.12
1412,14.54587214,331.55,12,7239.12,6239.12
1413,11.56188031,273.5,10,7239.12,6239.12
1414,26.64479035,376.76,9,7239.12,6239.12
1415,30.52962926,349.28,9,7239.12,6239.12
1416,10.84878252,354.74,10,7239.12,6239.12
1417,19.64815853,361.86,9,7239.12,6239.12
1418,14.10227941,436.21,8,7239.12,6239.12
1419,30.39609406,403.42,10,7239.12,6239.12
1420,17.61406178,295.86,8,7239.12,6239.12
1421,12.13507212,331.1,8,7239.12,6239.12
1422,13.76519738,389.83,9,7239.12,6239.12
1423,15.96825486,397.18,7,7239.12,6239.12
1424,14.55722391,573.46,9,7239.12,6239.12
1425,14.04430348,514.7,9,7239.12,6239.12
1426,20.77094407,318.51,9,7239.12,6239.12
1427,15.15840427,499.4,8,7239.12,6239.12
1428,18.30031442,307.1,10,7239.12,6239.12
1429,23.57913194,311.81,7,7239.12,6239.12
1430,25.30255111,374.92,11,7239.12,6239.12
1431,19.91398884,434.5,9,7239.12,6239.12
1432,42.98887932,439.14,13,7239.12,6239.12
1433,11.84696043,574.82,12,7239.12,6239.12
1434,24.185394,324.41,11,7239.12,6239.12
1435,20.91528849,651.94,9,7239.12,6239.12
1436,30.28551048,322.68,8,7239.12,6239.12
1437,21.53579436,423.08,8,7239.12,6239.12
1438,8.968128885,457.01,8,7239.12,6239.12
1439,17.99014038,416.38,9,7239.12,6239.12
1440,15.82199942,395.3,9,7239.12,6239.12
1441,16.55286014,386.89,8,7239.12,6239.12
1442,19.82717872,507.55,10,7239.12,6239.12
1443,40.20691764,788.1,8,7239.12,6239.12
1444,8.840439999,352.54,8,7239.12,6239.12
1445,9.981106067,497.69,12,7239.12,6239.12
1446,20.366,618.49,9,7239.12,6239.12
1447,16.78137677,369.06,11,7239.12,6239.12
1448,28.09710797,490.14,7,7239.12,6239.12
1449,23.43911266,842.82,8,7239.12,6239.12
1450,12.64956462,413.19,10,7239.12,6239.12
1451,25.58363866,444.83,9,7239.12,6239.12
1452,17.74430214,703.81,10,7239.12,6239.12
1453,31.36817317,458.22,10,7239.12,6239.12
1454,21.08718185,421.13,10,7239.12,6239.12
1455,15.352,374.35,18,7239.12,6239.12
1456,23.39958045,447.83,10,7239.12,6239.12
1457,21.84489627,655.81,12,7239.12,6239.12
1458,20.71627165,355.71,14,7239.12,6239.12
1459,18.45198359,576.78,9,7239.12,6239.12
1460,21.04863526,451.06,11,7239.12,6239.12
1461,13.65238027,506.07,10,7239.12,6239.12
1462,22.28552447,531.64,8,7239.12,6239.12
1463,10.64450078,607.19,9,7239.12,6239.12
1464,16.08854096,357.6,11,7239.12,6239.12
1465,25.70646866,474.21,10,7239.12,6239.12
1466,13.80504788,367.39,8,7239.12,6239.12
1467,44.89538105,479.77,13,7239.12,6239.12
1468,11.36084394,564.96,9,7239.12,6239.12
1469,25.05,316.68,9,7239.12,6239.12
1470,9.692700282,341.09,12,7239.12,6239.12
1471,20.4125099,568.47,9,7239.12,6239.12
1472,23.3276205,347.22,11,7239.12,6239.12
1473,13.69293473,409.86,9,7239.12,6239.12
1474,15.05116349,533.46,12,7239.12,6239.12
1475,27.28498212,1042.39,11,7239.12,6239.12
1476,17.61387951,341.63,9,7239.12,6239.12
1477,16.16649096,379.55,11,7239.12,6239.12
1478,17.41555038,538.54,11,7239.12,6239.12
1479,18.83708865,409.98,14,7239.12,6239.12
1480,19.58963936,356.6,8,7239.12,6239.12
1481,11.369,316.43,9,7239.12,6239.12
1482,22.78717125,504.26,8,7239.12,6239.12
1483,23.59088278,397.32,7,7239.12,6239.12
1484,24.4432181,269.23,11,7239.12,6239.12
1485,15.83347108,607.24,9,7239.12,6239.12
1486,12.68839507,402.94,14,7239.12,6239.12
1487,12.40002734,318.19,10,7239.12,6239.12
1488,8.877946979,419.68,12,7239.12,6239.12
1489,12.58432641,324.69,8,7239.12,6239.12
1490,41.08083312,465.68,10,7239.12,6239.12
1491,18.6741537,581.98,9,7239.12,6239.12
1492,13.04649015,372.49,9,7239.12,6239.12
1493,32.47976705,455.1,10,7239.12,6239.12
1494,23.33935648,483.58,8,7239.12,6239.12
1495,31.96161324,358.36,7,7239.12,6239.12
1496,15.20067173,555.77,8,7239.12,6239.12
1497,14.62465949,321.47,9,7239.12,6239.12
1498,26.92732664,523.96,10,7239.12,6239.12
1499,35.28938616,390.47,9,7239.12,6239.12
1500,13.74272663,366.2,10,7239.12,6239.12
1501,29.17273497,694.33,12,7239.12,6239.12
1502,15.30508649,405.64,10,7239.12,6239.12
1503,18.42528736,629.34,7,7239.12,6239.12
1504,19.49498251,435.36,13,7239.12,6239.12
1505,36.08134533,369.04,10,7239.12,6239.12
1506,17.94055686,511.42,9,7239.12,6239.12
1507,16.7454017,342.77,8,7239.12,6239.12
1508,31.02647523,533.1,8,7239.12,6239.12
1509,29.93,301.27,9,7239.12,6239.12
1510,23.4623756,438.73,11,7239.12,6239.12
1511,13.37263752,498.33,7,7239.12,6239.12
1512,13.88755289,343.11,9,7239.12,6239.12
1513,11.73375187,597.75,8,7239.12,6239.12
1514,10.14246115,272.96,8,7239.12,6239.12
1515,36.28139843,423.93,10,7239.12,6239.12
1516,16.59095195,949.23,10,7239.12,6239.12
1517,17.78684227,401.93,8,7239.12,6239.12
1518,13.56890459,624.8,11,7239.12,6239.12
1519,41.809,418.09,11,7239.12,6239.12
1520,21.86032419,343.31,9,7239.12,6239.12
1521,11.43618259,526.09,11,7239.12,6239.12
1522,28.36323899,384.93,10,7239.12,6239.12
1523,14.96652541,493.05,8,7239.12,6239.12
1524,17.326,376.02,9,7239.12,6239.12
1525,11.63035897,510.02,10,7239.12,6239.12
1526,54.0258494,540.48,7,7239.12,6239.12
1527,25.22632607,282.83,10,7239.12,6239.12
1528,11.75168241,402.57,13,7239.12,6239.12
1529,10.64951189,354.4,8,7239.12,6239.12
1530,18.14135692,386.03,10,7239.12,6239.12
1531,15.46443633,541.18,8,7239.12,6239.12
1532,26.31639084,437.61,8,7239.12,6239.12
1533,23.27061681,406.17,9,7239.12,6239.12
1534,17.53064669,376.37,9,7239.12,6239.12
1535,20.35276955,526.11,11,7239.12,6239.12
1536,15.87616624,517.53,9,7239.12,6239.12
1537,13.59955178,340.16,11,7239.12,6239.12
1538,9.478490044,308.35,13,7239.12,6239.12
1539,26.49806653,363.52,7,7239.12,6239.12
1540,22.13410535,483.96,10,7239.12,6239.12
1541,23.57014903,460.75,8,7239.12,6239.12
1542,22.96403591,365.31,12,7239.12,6239.12
1543,13.56455205,284.86,7,7239.12,6239.12
1544,61.846,618.46,10,7239.12,6239.12
1545,10.94204564,552.14,9,7239.12,6239.12
1546,11.39657064,407.84,10,7239.12,6239.12
1547,16.2891377,383.71,9,7239.12,6239.12
1548,32.18368407,393.16,11,7239.12,6239.12
1549,13.49806509,364.82,7,7239.12,6239.12
1550,33.69886017,397.35,17,7239.12,6239.12
1551,15.69737993,973.09,8,7239.12,6239.12
1552,18.637,210,8,7239.12,6239.12
1553,30.806,411.62,9,7239.12,6239.12
1554,19.1001041,433.9,8,7239.12,6239.12
1555,19.55684889,381.09,7,7239.12,6239.12
1556,13.7879724,420.45,12,7239.12,6239.12
1557,13.83031058,290.85,9,7239.12,6239.12
1558,19.46182312,555.89,8,7239.12,6239.12
1559,37.728,423.87,9,7239.12,6239.12
1560,10.14183692,401.53,8,7239.12,6239.12
1561,14.718,433.61,10,7239.12,6239.12
1562,10.7904625,336.93,7,7239.12,6239.12
1563,9.050441804,325.51,7,7239.12,6239.12
1564,26.53370865,518.47,14,7239.12,6239.12
1565,10.7710846,313.96,13,7239.12,6239.12
1566,17.53542849,256.04,9,7239.12,6239.12
1567,16.19320535,508.92,8,7239.12,6239.12
1568,9.13679994,417.37,9,7239.12,6239.12
1569,13.58811319,518.43,8,7239.12,6239.12
1570,27.12150661,297.51,11,7239.12,6239.12
1571,20.824,367.76,12,7239.12,6239.12
1572,20.68962238,495.7,11,7239.12,6239.12
1573,10.14682523,443.21,10,7239.12,6239.12
1574,16.12592228,368.56,11,7239.12,6239.12
1575,17.53421136,445.21,10,7239.12,6239.12
1576,14.30928265,398.11,7,7239.12,6239.12
1577,10.73189722,313.05,9,7239.12,6239.12
1578,19.72731034,479.47,11,7239.12,6239.12
1579,33.01208746,587.46,11,7239.12,6239.12
1580,11.81312816,518.54,10,7239.12,6239.12
1581,50.55821057,513.09,16,7239.12,6239.12
1582,37.035,370.35,12,7239.12,6239.12
1583,27.492,433.14,20,7239.12,6239.12
1584,10.60123673,686.99,13,7239.12,6239.12
1585,19.37776502,459.54,14,7239.12,6239.12
1586,9.53571954,499.07,9,7239.12,6239.12
1587,15.27905822,637.92,8,7239.12,6239.12
1588,35.49206732,412.07,12,7239.12,6239.12
1589,11.27855729,501.58,8,7239.12,6239.12
1590,21.12244129,433.42,8,7239.12,6239.12
1591,44.34760906,444.23,10,7239.12,6239.12
1592,31.45901263,460.68,8,7239.12,6239.12
1593,22.99381004,359.54,7,7239.12,6239.12
1594,12.733201,276.4,10,7239.12,6239.12
1595,26.81471416,511.16,6,7239.12,6239.12
1596,16.66870332,459.44,10,7239.12,6239.12
1597,11.40917086,836.76,12,7239.12,6239.12
1598,16.58975484,393.29,9,7239.12,6239.12
1599,16.72244463,459.38,7,7239.12,6239.12
1600,13.49139176,317.43,9,7239.12,6239.12
1601,26.08046299,417.82,10,7239.12,6239.12
1602,21.83927994,302.69,8,7239.12,6239.12
1603,53.90153371,649.12,8,7239.12,6239.12
1604,8.213653886,508.32,11,7239.12,6239.12
1605,24.489,341.98,10,7239.12,6239.12
1606,29.63653126,391,12,7239.12,6239.12
1607,18.19199703,419.06,13,7239.12,6239.12
1608,18.02274918,312.3,8,7239.12,6239.12
1609,20.56993989,619.55,10,7239.12,6239.12
1610,9.474184537,586.02,9,7239.12,6239.12
1611,18.14168573,559.52,8,7239.12,6239.12
1612,9.784657049,336.8,7,7239.12,6239.12
1613,12.64500939,329.67,9,7239.12,6239.12
1614,21.13455302,430.18,7,7239.12,6239.12
1615,19.57149069,445.59,11,7239.12,6239.12
1616,15.96957832,286.91,8,7239.12,6239.12
1617,20.988,421.5,7,7239.12,6239.12
1618,16.43992743,421.38,10,7239.12,6239.12
1619,16.50485437,336.62,8,7239.12,6239.12
1620,15.51209276,446.06,12,7239.12,6239.12
1621,25.79901275,428.87,8,7239.12,6239.12
1622,38.7961289,401.28,14,7239.12,6239.12
1623,10.70974666,278.18,8,7239.12,6239.12
1624,14.8600562,515.76,8,7239.12,6239.12
1625,17.27042802,414.73,11,7239.12,6239.12
1626,21.72207093,491.04,9,7239.12,6239.12
1627,14.77884624,557.1,15,7239.12,6239.12
1628,17.00134326,401.67,9,7239.12,6239.12
1629,20.786,566.95,9,7239.12,6239.12
1630,11.31466847,337.61,9,7239.12,6239.12
1631,17.49078454,616.37,8,7239.12,6239.12
1632,19.96560069,374.75,9,7239.12,6239.12
1633,24.22,512.42,8,7239.12,6239.12
1634,23.91677839,336.58,13,7239.12,6239.12
1635,6.936341452,314.13,7,7239.12,6239.12
1636,11.58585822,345.21,15,7239.12,6239.12
1637,14.22378233,436.53,13,7239.12,6239.12
1638,16.28463321,358.3,10,7239.12,6239.12
1639,16.36186584,347.3,8,7239.12,6239.12
1640,11.3945881,334.96,10,7239.12,6239.12
1641,15.11054266,334.89,11,7239.12,6239.12
1642,15.5270601,407.34,9,7239.12,6239.12
1643,25.59525692,485.67,10,7239.12,6239.12
1644,11.05029636,340.9,12,7239.12,6239.12
1645,18.09698271,371.14,9,7239.12,6239.12
1646,34.80150364,467.75,9,7239.12,6239.12
1647,12.28864378,377.63,7,7239.12,6239.12
1648,15.56665702,436.8,12,7239.12,6239.12
1649,18.64765009,440.68,10,7239.12,6239.12
1650,17.57066674,331.85,12,7239.12,6239.12
1651,25.103,483.96,10,7239.12,6239.12
1652,11.44960855,410.37,7,7239.12,6239.12
1653,15.71126679,503.34,11,7239.12,6239.12
1654,7.733690384,333.95,7,7239.12,6239.12
1655,16.99783945,284.51,11,7239.12,6239.12
1656,17.97247325,331.82,10,7239.12,6239.12
1657,60.347,603.47,13,7239.12,6239.12
1658,11.87178991,453.1,9,7239.12,6239.12
1659,17.16051352,445.32,10,7239.12,6239.12
1660,9.442833365,408.59,9,7239.12,6239.12
1661,16.13755305,449.52,9,7239.12,6239.12
1662,26.21357396,451.39,8,7239.12,6239.12
1663,18.31470212,580.24,10,7239.12,6239.12
1664,8.898841311,633.53,11,7239.12,6239.12
1665,19.5022847,341.55,13,7239.12,6239.12
1666,17.81988111,361.09,8,7239.12,6239.12
1667,21.20761123,421.94,8,7239.12,6239.12
1668,31.85881229,320.06,10,7239.12,6239.12
1669,35.42134119,394.47,11,7239.12,6239.12
1670,25.14987826,386.79,8,7239.12,6239.12
1671,22.13911929,621.91,8,7239.12,6239.12
1672,26.34281795,314.96,7,7239.12,6239.12
1673,26.00657828,477.58,10,7239.12,6239.12
1674,14.26528459,387.31,8,7239.12,6239.12
1675,20.89169757,471.86,12,7239.12,6239.12
1676,12.50280209,323.59,10,7239.12,6239.12
1677,10.60478168,511.06,9,7239.12,6239.12
1678,21.29216588,445.14,9,7239.12,6239.12
1679,21.53736032,339.68,8,7239.12,6239.12
1680,22.37320326,562.28,13,7239.12,6239.12
1681,14.8354709,347.2,10,7239.12,6239.12
1682,17.77631108,665.25,11,7239.12,6239.12
1683,10.62930145,526.47,9,7239.12,6239.12
1684,11.39221791,416.07,8,7239.12,6239.12
1685,11.189,294.05,10,7239.12,6239.12
1686,17.85236685,319.69,8,7239.12,6239.12
1687,11.4538429,368.44,10,7239.12,6239.12
1688,10.66707325,588.54,11,7239.12,6239.12
1689,17.7571954,632.49,15,7239.12,6239.12
1690,15.71803178,346.66,8,7239.12,6239.12
1691,6.917754804,323.89,9,7239.12,6239.12
1692,14.48101537,349.32,10,7239.12,6239.12
1693,17.15382622,256.71,7,7239.12,6239.12
1694,19.979,454.1,13,7239.12,6239.12
1695,20.10411762,380.15,6,7239.12,6239.12
1696,21.65757557,458.72,9,7239.12,6239.12
1697,14.00962161,492.07,11,7239.12,6239.12
1698,37.48918466,407.29,8,7239.12,6239.12
1699,16.39864433,294.4,9,7239.12,6239.12
1700,24.99,398.1,9,7239.12,6239.12
1701,34.42735656,691.05,10,7239.12,6239.12
1702,12.81392405,506.15,13,7239.12,6239.12
1703,27.18811958,699.36,11,7239.12,6239.12
1704,46.884,468.84,12,7239.12,6239.12
1705,20.59413482,347.85,8,7239.12,6239.12
1706,18.21599178,361.5,9,7239.12,6239.12
1707,14.0933501,350.93,8,7239.12,6239.12
1708,9.339119165,476.53,10,7239.12,6239.12
1709,22.16405685,370.02,14,7239.12,6239.12
1710,15.03770179,587.32,11,7239.12,6239.12
1711,13.17982325,383.25,9,7239.12,6239.12
1712,17.99389022,366.37,8,7239.12,6239.12
1713,10.68630477,306.32,7,7239.12,6239.12
1714,13.75701646,563.94,9,7239.12,6239.12
1715,29.522,411.34,10,7239.12,6239.12
1716,9.163634146,368.25,11,7239.12,6239.12
1717,18.62974408,654.72,7,7239.12,6239.12
1718,36.77218455,399.14,8,7239.12,6239.12
1719,13.02733836,401.47,10,7239.12,6239.12
1720,7.943547384,447.96,8,7239.12,6239.12
1721,35.51284104,510.11,9,7239.12,6239.12
1722,21.62034348,503.94,9,7239.12,6239.12
1723,23.87878696,401.1,9,7239.12,6239.12
1724,19.00644271,290.73,12,7239.12,6239.12
1725,11.91647879,381.63,9,7239.12,6239.12
1726,30.17145688,657.78,12,7239.12,6239.12
1727,18.95707304,371.94,12,7239.12,6239.12
1728,40.64547461,460.31,15,7239.12,6239.12
1729,44.51462861,465.12,8,7239.12,6239.12
1730,20.77659668,297.36,11,7239.12,6239.12
1731,10.99702939,495.69,11,7239.12,6239.12
1732,29.61188582,471.17,10,7239.12,6239.12
1733,51.14267135,542.68,10,7239.12,6239.12
1734,29.78347955,631.29,9,7239.12,6239.12
1735,15.14674365,418.21,10,7239.12,6239.12
1736,23.75056432,455.76,9,7239.12,6239.12
1737,16.32987902,587.3,8,7239.12,6239.12
1738,8.638433331,489.28,11,7239.12,6239.12
1739,12.47104136,361.16,11,7239.12,6239.12
1740,28.47340192,316.71,12,7239.12,6239.12
1741,15.86175326,364.77,9,7239.12,6239.12
1742,15.43977315,313.08,9,7239.12,6239.12
1743,19.66723969,415.96,10,7239.12,6239.12
1744,33.14023182,710.51,7,7239.12,6239.12
1745,10.0036961,458.6,9,7239.12,6239.12
1746,23.76476704,436.92,11,7239.12,6239.12
1747,25.33751984,368.78,9,7239.12,6239.12
1748,14.77315773,424.64,8,7239.12,6239.12
1749,11.28222102,446.53,9,7239.12,6239.12
1750,16.90410308,370.21,9,7239.12,6239.12
1751,13.94088408,288.6,12,7239.12,6239.12
1752,27.37619446,347.69,9,7239.12,6239.12
1753,18.78260553,309.99,9,7239.12,6239.12
1754,19.05603009,292.17,8,7239.12,6239.12
1755,33.75385534,374.89,10,7239.12,6239.12
1756,15.294,430.59,7,7239.12,6239.12
1757,24.99306057,450.2,10,7239.12,6239.12
1758,51.96,519.6,8,7239.12,6239.12
1759,35.031,355.73,8,7239.12,6239.12
1760,24.37752179,466.42,11,7239.12,6239.12
1761,12.93835725,678.65,9,7239.12,6239.12
1762,14.88019185,413.88,9,7239.12,6239.12
1763,15.357,556.98,9,7239.12,6239.12
1764,23.35430306,433.73,9,7239.12,6239.12
1765,18.17978159,608.63,9,7239.12,6239.12
1766,9.314544189,398.02,12,7239.12,6239.12
1767,18.80689904,341.03,10,7239.12,6239.12
1768,24.93936695,350.12,9,7239.12,6239.12
1769,11.83042171,380.38,17,7239.12,6239.12
1770,17.71803316,333.12,11,7239.12,6239.12
1771,11.35211733,571.08,10,7239.12,6239.12
1772,23.925,439.27,10,7239.12,6239.12
1773,36.934,369.34,12,7239.12,6239.12
1774,28.50094109,382.13,9,7239.12,6239.12
1775,42.9231948,487.38,8,7239.12,6239.12
1776,23.74099101,404.55,9,7239.12,6239.12
1777,13.39227196,402.95,12,7239.12,6239.12
1778,11.801152,389.89,9,7239.12,6239.12
1779,8.485133388,275.86,7,7239.12,6239.12
1780,12.58194733,416.76,8,7239.12,6239.12
1781,32.90430361,453.01,15,7239.12,6239.12
1782,19.74663797,461.79,9,7239.12,6239.12
1783,17.77745967,360.15,10,7239.12,6239.12
1784,26.25454853,648.94,10,7239.12,6239.12
1785,24.84631061,295.04,11,7239.12,6239.12
1786,22.95289929,448.72,9,7239.12,6239.12
1787,12.29820019,494.48,9,7239.12,6239.12
1788,15.36950651,339.43,9,7239.12,6239.12
1789,11.82782372,332.6,10,7239.12,6239.12
1790,19.66659191,703.73,11,7239.12,6239.12
1791,11.69664097,330.86,9,7239.12,6239.12
1792,12.60232214,384.35,9,7239.12,6239.12
1793,15.69317112,355.68,7,7239.12,6239.12
1794,11.02594969,387.18,14,7239.12,6239.12
1795,10.86775686,428.52,10,7239.12,6239.12
1796,15.62852131,339.91,12,7239.12,6239.12
1797,10.408808,339.07,7,7239.12,6239.12
1798,18.50256281,411.88,13,7239.12,6239.12
1799,53.473,534.73,9,7239.12,6239.12
1800,17.0396718,423.29,8,7239.12,6239.12
1801,17.08459792,495.93,11,7239.12,6239.12
1802,18.0666403,465.33,13,7239.12,6239.12
1803,9.631646086,645.75,10,7239.12,6239.12
1804,37.83445977,572.11,10,7239.12,6239.12
1805,15.27128839,399.79,10,7239.12,6239.12
1806,21.91072787,483.11,11,7239.12,6239.12
1807,20.83675431,336,10,7239.12,6239.12
1808,8.271867448,567.84,12,7239.12,6239.12
1809,57.34986984,579.4,7,7239.12,6239.12
1810,29.16949143,503.41,13,7239.12,6239.12
1811,9.331538174,394.94,13,7239.12,6239.12
1812,13.19569547,717.27,10,7239.12,6239.12
1813,18.91346762,430.41,9,7239.12,6239.12
1814,12.91013988,424.52,10,7239.12,6239.12
1815,13.536,380.48,10,7239.12,6239.12
1816,11.64179844,336.77,8,7239.12,6239.12
1817,22.734,691.99,12,7239.12,6239.12
1818,26.342,443.14,10,7239.12,6239.12
1819,20.03499629,366.67,10,7239.12,6239.12
1820,18.85504677,354.16,9,7239.12,6239.12
1821,28.80962705,511.61,15,7239.12,6239.12
1822,24.46473954,421.64,8,7239.12,6239.12
1823,34.01190434,386.3,7,7239.12,6239.12
